,product_id,product_category_name_english,price,product_length_cm,product_height_cm,product_width_cm,order_id,rev,size,totsize
100,52c80cedd4e90108bf4fa6a206ef6b03,garden_tools,179.0,20.0,20.0,20.0,51,9129.0,8000.0,408000.0
101,c6336fa91fbd87c359e44f5dca5a90ed,sports_leisure,45.9,16.0,16.0,11.0,51,2340.9,2816.0,143616.0
102,22c5ddc22ea8cae84fc9917def682dc6,perfumery,56.99,25.0,15.0,15.0,50,2849.5,5625.0,281250.0
103,ed2067a9c1f79553088a3c67b99a9f97,food,56.97,16.0,12.0,15.0,50,2848.5,2880.0,144000.0
104,703d742887bb9267f89b675608ba7aa0,bed_bath_table,56.1,35.0,6.0,45.0,50,2805.0,9450.0,472500.0
105,8c591ab0ca519558779df02023177f44,garden_tools,89.99,20.0,20.0,20.0,50,4499.5,8000.0,400000.0
106,130482add9fd75ccb6c57ba007694a2d,computers_accessories,105.0,40.0,15.0,40.0,49,5145.0,24000.0,1176000.0
107,fc1d8637c0268af3db482c14b7ef8e75,bed_bath_table,149.9,34.0,7.0,32.0,49,7345.1,7616.0,373184.0
108,8c292ca193d326152e335d77176746f0,health_beauty,150.0,17.0,11.0,15.0,49,7350.0,2805.0,137445.0
109,f1fe595ee7ef768b41bd9b246d13432d,garden_tools,99.9,17.0,13.0,31.0,48,4795.200000000001,6851.0,328848.0
110,880be32f4db1d9f6e2bec38fb6ac23ab,toys,42.99,16.0,7.0,11.0,48,2063.52,1232.0,59136.0
111,bb42f37fc3d9130e4a4339d24a47dd7c,bed_bath_table,44.9,20.0,2.0,15.0,48,2155.2,600.0,28800.0
112,9ecadb84c81da840dbf3564378b586e9,furniture_decor,38.4,20.0,35.0,20.0,48,1843.1999999999998,14000.0,672000.0
113,84f456958365164420cfc80fbe4c7fab,bed_bath_table,99.0,44.0,14.0,34.0,47,4653.0,20944.0,984368.0
114,4fe644d766c7566dbc46fb851363cb3b,art,99.99,65.0,6.0,50.0,47,4699.53,19500.0,916500.0
115,569ffd16f8032478cbeb9800f2e94ba0,furniture_decor,16.9,39.0,3.0,28.0,47,794.3,3276.0,153972.0
116,6c3effec7c8ddba466d4f03f982c7aa3,consoles_games,24.5,16.0,12.0,12.0,47,1151.5,2304.0,108288.0
117,3f14d740544f37ece8a9e7bc8349797e,computers_accessories,84.89,19.0,14.0,13.0,47,3989.83,3458.0,162526.0
118,5411e9269501a870cabf632f05655131,stationery,129.0,38.0,30.0,28.0,47,6063.0,31920.0,1500240.0
119,c1f5307decb89342351bec53668cffd9,telephony,29.99,17.0,4.0,12.0,47,1409.53,816.0,38352.0
120,53759a2ecddad2bb87a079a1f1519f73,garden_tools,49.0,30.0,22.0,30.0,47,2303.0,19800.0,930600.0
121,06c6e01186af8b98ee1fc9e01f9471e9,computers_accessories,39.9,25.0,5.0,15.0,47,1875.3,1875.0,88125.0
122,5a6e53c3b4e8684b13388d6aa4afdf12,housewares,16.99,19.0,9.0,12.0,47,798.53,2052.0,96444.0
123,2a5806f10d0f00e5ad032dd2e3c8806e,office_furniture,169.99,57.0,55.0,22.0,46,7819.540000000001,68970.0,3172620.0
124,eb8c629f70275fd1c4f809116cce1efc,furniture_decor,38.4,20.0,30.0,20.0,46,1766.3999999999999,12000.0,552000.0
125,8562e2c780a345b609e1b802d7e3e4ae,bed_bath_table,79.9,45.0,8.0,35.0,46,3675.4,12600.0,579600.0
126,18b0e642cbae7251e60a64aa07dd9eb9,computers_accessories,22.32,41.0,2.0,29.0,45,1004.4,2378.0,107010.0
127,566a4f2c4385f36d15c00dfcaae132d1,electronics,21.9,25.0,7.0,16.0,45,985.4999999999999,2800.0,126000.0
128,389d119b48cf3043d311335e499d9c6b,garden_tools,49.0,37.0,22.0,40.0,45,2205.0,32560.0,1465200.0
129,d5991653e037ccb7af6ed7d94246b249,computers_accessories,137.9,30.0,15.0,17.0,45,6205.5,7650.0,344250.0
130,35afc973633aaeb6b877ff57b2793310,home_confort,86.9,53.0,10.0,40.0,45,3910.5000000000005,21200.0,954000.0
131,eb8c629f70275fd1c4f809116cce1efc,furniture_decor,35.0,20.0,30.0,20.0,45,1575.0,12000.0,540000.0
132,962a6951154f98f2c8e9a5b8b2bcf4a9,furniture_decor,75.0,30.0,35.0,30.0,44,3300.0,31500.0,1386000.0
133,3db75f31b76375c502f64d550dcd1166,computers_accessories,31.9,41.0,2.0,29.0,44,1403.6,2378.0,104632.0
134,4b96786612ebe7463132fce2c4dca136,housewares,129.0,31.0,61.0,31.0,44,5676.0,58621.0,2579324.0
135,0a4093a4af429dc0a9334300e5c13ae5,health_beauty,29.9,16.0,5.0,15.0,44,1315.6,1200.0,52800.0
136,b1acb7e8152c90c9619897753a75c973,health_beauty,34.99,20.0,15.0,15.0,44,1539.5600000000002,4500.0,198000.0
137,dab2413ead0edda9967edbc9bda2a64e,telephony,29.98,17.0,7.0,13.0,44,1319.1200000000001,1547.0,68068.0
138,583f158587cdecda3e8bdea694021e39,sports_leisure,45.0,42.0,8.0,26.0,44,1980.0,8736.0,384384.0
139,422879e10f46682990de24d770e7f83d,garden_tools,59.0,30.0,22.0,30.0,43,2537.0,19800.0,851400.0
140,363218ba55c610b750224f90bdd34be1,bed_bath_table,79.99,67.0,12.0,47.0,43,3439.5699999999997,37788.0,1624884.0
141,5d6bea33648f018dbb563f3a2fab09f3,furniture_decor,150.0,30.0,35.0,30.0,43,6450.0,31500.0,1354500.0
142,dbb67791e405873b259e4656bf971246,computers_accessories,81.99,17.0,12.0,13.0,43,3525.5699999999997,2652.0,114036.0
143,11fd9d7ba552e1d28872e008acf1e050,cool_stuff,139.9,19.0,11.0,11.0,43,6015.7,2299.0,98857.0
144,25f86162fee18735fffdb762dcb10d7c,bed_bath_table,149.9,54.0,27.0,36.0,42,6295.8,52488.0,2204496.0
145,f8b624d4e475bb8d1bddf1b65c6a64f6,housewares,179.0,40.0,23.0,26.0,42,7518.0,23920.0,1004640.0
146,437c05a395e9e47f9762e677a7068ce7,health_beauty,47.65,19.0,11.0,18.0,42,2001.3,3762.0,158004.0
147,5b226d7c52f86ac72457617f78cff95d,bed_bath_table,56.99,25.0,18.0,40.0,42,2393.58,18000.0,756000.0
148,d5b703c271f43f9c588a6f512a00f77e,toys,34.9,16.0,7.0,20.0,42,1465.8,2240.0,94080.0
149,30ac6df06dc59ad72cf2f158fc2d904c,housewares,120.0,22.0,65.0,40.0,42,5040.0,57200.0,2402400.0
150,2948658cb6abc82847412be7201bfc4c,health_beauty,110.0,36.0,25.0,21.0,42,4620.0,18900.0,793800.0
151,7d50930301709838d8e90dcac5cfaa84,sports_leisure,59.9,40.0,45.0,25.0,41,2455.9,45000.0,1845000.0
152,0152f69b6cf919bcdaf117aa8c43e5a2,bed_bath_table,13.9,40.0,4.0,30.0,41,569.9,4800.0,196800.0
153,764292b2b0f73f77a0272be03fdd45f3,furniture_decor,89.9,30.0,30.0,11.0,41,3685.9,9900.0,405900.0
154,2a2d22ae30e026f1893083c8405ca522,bed_bath_table,134.9,50.0,27.0,38.0,40,5396.0,51300.0,2052000.0
155,7340a3839a1de1e99d149b8cf052a2ec,bed_bath_table,69.9,45.0,15.0,35.0,40,2796.0,23625.0,945000.0
156,aadff88486740e0b0ebe2be6c09476ae,health_beauty,29.9,16.0,5.0,15.0,40,1196.0,1200.0,48000.0
157,bdb4be6ce2f7f2b5be0a16088028c7fc,housewares,85.0,45.0,28.0,26.0,40,3400.0,32760.0,1310400.0
158,7c1bd920dbdf22470b68bde975dd3ccf,health_beauty,64.99,22.0,10.0,18.0,40,2599.6,3960.0,158400.0
159,1ec486885049bbb9b79351d150ed18c4,fashion_bags_accessories,49.9,16.0,5.0,20.0,40,1996.0,1600.0,64000.0
160,9d8a0e115e802d845b4ce1eb794d1260,sports_leisure,120.0,20.0,10.0,15.0,40,4800.0,3000.0,120000.0
161,a298a105818dce6878b787e4af6cff7d,baby,79.9,30.0,10.0,30.0,40,3196.0,9000.0,360000.0
162,97017430754804328eb9597b7f85da03,telephony,27.99,17.0,4.0,12.0,40,1119.6,816.0,32640.0
163,fe6a9515d655fa7936b8a7c841039f34,cool_stuff,249.9,73.0,73.0,20.0,39,9746.1,106580.0,4156620.0
164,93c902b021a9e594f658ab1b0351602a,electronics,97.9,26.0,10.0,18.0,39,3818.1000000000004,4680.0,182520.0
165,ea44caac707f7f1325182a538007f838,baby,50.0,45.0,25.0,35.0,39,1950.0,39375.0,1535625.0
166,82e4ad16521ca131d95e198d507db370,electronics,18.9,19.0,12.0,16.0,39,737.0999999999999,3648.0,142272.0
167,52c80cedd4e90108bf4fa6a206ef6b03,garden_tools,179.99,20.0,20.0,20.0,39,7019.610000000001,8000.0,312000.0
168,19421075ae0b585f2dc13ff149e2119d,sports_leisure,45.9,16.0,16.0,11.0,39,1790.1,2816.0,109824.0
169,dc52f0f5d3ec37a93eaf956cde4e5d2c,watches_gifts,49.0,16.0,2.0,20.0,39,1911.0,640.0,24960.0
170,50fd2b788dc166edd20512370dac54df,electronics,21.9,30.0,10.0,20.0,39,854.0999999999999,6000.0,234000.0
171,f7f59e6186e10983a061ac7bdb3494d6,housewares,34.9,32.0,22.0,46.0,39,1361.1,32384.0,1262976.0
172,fbce4c4cb307679d89a3bf3d3bb353b9,bed_bath_table,149.0,30.0,30.0,30.0,39,5811.0,27000.0,1053000.0
173,368c6c730842d78016ad823897a372db,garden_tools,59.0,30.0,22.0,30.0,38,2242.0,19800.0,752400.0
174,368c6c730842d78016ad823897a372db,garden_tools,49.0,30.0,22.0,30.0,38,1862.0,19800.0,752400.0
175,c211ff3068fcd2f8898192976d8b3a32,bed_bath_table,24.9,20.0,2.0,15.0,38,946.1999999999999,600.0,22800.0
176,704ef63ad0ac345842ea734060a83db2,bed_bath_table,74.9,38.0,10.0,38.0,38,2846.2000000000003,14440.0,548720.0
177,0bcc3eeca39e1064258aa1e932269894,garden_tools,49.9,37.0,22.0,40.0,38,1896.2,32560.0,1237280.0
178,af2d506fb01b724e03591349ad36b67e,baby,48.9,20.0,13.0,13.0,38,1858.2,3380.0,128440.0
179,88dd63919fc9ab693803578a04a20209,computers_accessories,34.99,16.0,14.0,14.0,38,1329.6200000000001,3136.0,119168.0
180,b5e13c9a353102f79c6206ff5cb61a50,toys,79.9,40.0,25.0,20.0,37,2956.3,20000.0,740000.0
181,87a71ae93900ab55fcf685c8040769b3,electronics,12.9,22.0,13.0,17.0,37,477.3,4862.0,179894.0
182,a59fb60fddcc72a9878b7ed5cb69d8e4,audio,14.9,27.0,5.0,20.0,37,551.3000000000001,2700.0,99900.0
183,b623b7cb05ee3248fbe4a6ecbeed79a4,toys,70.97,32.0,45.0,32.0,37,2625.89,46080.0,1704960.0
184,6803077179d24889430188e03fafd31a,electronics,19.9,23.0,8.0,18.0,37,736.3,3312.0,122544.0
185,060c17562f97e5bb60bc0dfa4dd5b3f2,computers_accessories,24.99,18.0,6.0,14.0,37,924.63,1512.0,55944.0
186,57f2bc497c1a3ebe41ba7a06d78ed159,watches_gifts,55.0,16.0,2.0,20.0,37,2035.0,640.0,23680.0
187,7a10781637204d8d10485c71a6108a2e,watches_gifts,219.9,18.0,13.0,15.0,37,8136.3,3510.0,129870.0
188,362b773250263786dd58670d2df42c3b,sports_leisure,49.9,16.0,16.0,11.0,37,1846.3,2816.0,104192.0
189,87283a98b24f9f1ac3a31b631073cf47,fashion_bags_accessories,49.9,16.0,5.0,20.0,36,1796.3999999999999,1600.0,57600.0
190,e5eadf9be70a4a9fa514019542fc330a,home_appliances,69.9,35.0,20.0,30.0,36,2516.4,21000.0,756000.0
191,6a8631b72a2f8729b91514db87e771c0,electronics,25.9,17.0,6.0,11.0,36,932.4,1122.0,40392.0
192,1600dcf1cea8c0c83702e07b577ab231,watches_gifts,44.0,16.0,2.0,20.0,36,1584.0,640.0,23040.0
193,186fe07c8b8005ec6a498587ffbc1352,watches_gifts,29.0,16.0,2.0,11.0,36,1044.0,352.0,12672.0
194,fb7a100ec8c7b34f60cec22b1a9a10e0,toys,49.99,16.0,16.0,16.0,36,1799.64,4096.0,147456.0
195,173e9fe34bfe97f3a5e6dc57fe897b74,books_technical,57.89,29.0,3.0,21.0,36,2084.04,1827.0,65772.0
196,d2085f7e0f9533605386960fc7e987ec,garden_tools,12.49,16.0,2.0,11.0,35,437.15000000000003,352.0,12320.0
197,dfb97c88e066dc22165f31648efe1312,auto,139.0,47.0,44.0,44.0,35,4865.0,90992.0,3184720.0
198,99a4788cb24856965c36a24e339b6058,bed_bath_table,79.9,50.0,10.0,40.0,35,2796.5,20000.0,700000.0
199,c7fd13b5e515bffdab855d0812842edb,furniture_decor,78.0,30.0,20.0,20.0,35,2730.0,12000.0,420000.0
200,7fab1a1472fdd934397068931f63f3ca,toys,69.9,30.0,25.0,20.0,35,2446.5,15000.0,525000.0
201,08a58dc963320d6073623382b9ceb920,computers_accessories,129.0,17.0,7.0,13.0,35,4515.0,1547.0,54145.0
202,0cf41187284d7f099adc8415a743ebbd,baby,35.9,16.0,16.0,16.0,35,1256.5,4096.0,143360.0
203,53b36df67ebb7c41585e8d54d6772e08,watches_gifts,110.0,16.0,11.0,13.0,35,3850.0,2288.0,80080.0
204,dd6a505f83dd3c6326aa9856519e0978,toys,49.9,16.0,7.0,11.0,35,1746.5,1232.0,43120.0
205,f646af315b0f3a597f69213537ca2199,furniture_decor,49.9,17.0,17.0,17.0,35,1746.5,4913.0,171955.0
206,e67307ff0f15ade43fcb6e670be7a74c,health_beauty,18.99,43.0,13.0,14.0,35,664.65,7826.0,273910.0
207,e9def91e99c8ecb7c5cef5e31506a056,toys,69.99,19.0,11.0,20.0,34,2379.66,4180.0,142120.0
208,44fded21627553d1886d459384bbce06,electronics,15.0,25.0,7.0,16.0,34,510.0,2800.0,95200.0
209,6cc44821f36f3156c782da72dd634e47,bed_bath_table,99.9,38.0,10.0,38.0,34,3396.6000000000004,14440.0,490960.0
210,cb81df0e3ccece253557f2a07df4727e,sports_leisure,45.0,18.0,15.0,16.0,34,1530.0,4320.0,146880.0
211,54d9ac713e253fa1fae9c8003b011c2a,cool_stuff,35.0,36.0,6.0,36.0,34,1190.0,7776.0,264384.0
212,5328338cfaa16ba10561cd970c73ca11,cool_stuff,199.0,33.0,44.0,19.0,34,6766.0,27588.0,937992.0
213,7f4e034245e45549110139d1de248f83,baby,48.9,20.0,13.0,13.0,34,1662.6,3380.0,114920.0
214,a39cc58c1b5926b6f9f378daa89f1315,home_construction,150.0,30.0,35.0,30.0,34,5100.0,31500.0,1071000.0
215,e9a69340883a438c3f91739d14d3a56d,housewares,169.9,33.0,12.0,34.0,34,5776.6,13464.0,457776.0
216,474bb6b54fc608ca71059a6c4f7ecda3,electronics,21.9,30.0,10.0,20.0,34,744.5999999999999,6000.0,204000.0
217,810e2944bca9850b934e1570ba372e7d,furniture_decor,78.0,30.0,35.0,30.0,34,2652.0,31500.0,1071000.0
218,10717ff440b2320081989126e858b220,bed_bath_table,138.0,70.0,16.0,50.0,33,4554.0,56000.0,1848000.0
