,id,app_name,price_usd,prime_genre,size_bytes,avg_user_rating,tot_user_rating,pg_rating,numb_supp_devices,numb_supp_langs,numb_screenshots
93,305939712,Match,0.0,Social Networking,101259264,3.0,60659,17+,37,10,5
94,306169895,Tozzle,2.99,Games,168192000,4.0,2562,4+,37,4,5
95,306257910,HomeBudget with Sync,4.99,Finance,17485824,3.5,3042,4+,37,11,5
96,306375551,Wind Meter,0.99,Weather,5234688,2.5,338,4+,43,1,0
97,306468004,Map My Run+,2.99,Health & Fitness,237913088,4.5,16434,4+,37,9,0
98,306561234,Map My Ride+,2.99,Health & Fitness,233513984,4.5,10046,4+,37,9,0
99,306621789,HuffPost,0.0,News,110420992,3.0,29107,12+,37,10,5
100,306628397,Phrase Party!,1.99,Games,47774720,4.0,878,17+,38,1,5
101,306937053,Minesweeper Classic,0.99,Games,22259712,3.5,1140,4+,37,1,4
102,307132353,Sally's Spa,2.99,Games,431771648,4.5,35074,4+,43,6,0
103,307184892,CBS Sports App,0.0,Sports,120357888,3.0,59639,17+,37,1,4
104,307219387,Brain Wave ,4.99,Health & Fitness,90828800,4.0,2913,4+,43,1,5
105,307354030,iSwap Faces LITE,0.0,Photo & Video,30796800,3.0,39722,4+,37,1,5
106,307386350,DIRECTV,0.0,Entertainment,151397376,3.5,81006,4+,37,1,0
107,307569751,NYTimes Crossword,0.0,Games,46880768,3.5,53465,4+,37,1,5
108,307727765,Doodle Jump,0.99,Games,48741376,4.5,395261,4+,37,1,0
109,307741537,LEDit  The LED Banner App,1.99,Utilities,17145856,4.5,2021,4+,37,12,4
110,307764057,niconico,0.0,Entertainment,25808896,3.0,182,17+,37,3,5
111,307906541,Fandango Movies,0.0,Entertainment,81924096,4.0,291787,4+,37,1,4
112,308111628,iCab Mobile (Web Browser),1.99,Utilities,19451904,4.0,2441,17+,38,12,4
113,308339980,iRagdoll,0.99,Games,118683648,4.0,1372,12+,37,1,2
114,308368164,Proloquo2Go,249.99,Education,723764224,4.0,773,4+,37,3,5
115,308750436,Dictionary.com Dictionary & Thesaurus,0.0,Reference,111275008,4.0,200047,4+,37,1,0
116,308834491,20 Minutes.fr,0.0,News,109616128,3.5,112,12+,37,17,5
117,309025938,The Masters Tournament,0.0,Sports,120725504,4.5,148160,4+,37,1,5
118,309172177,myAT&T,0.0,Utilities,68491264,3.0,108507,4+,37,2,5
119,309187846,SFR TV,0.0,Entertainment,122153984,3.0,46,4+,37,1,5
120,309465525,Shutterfly,0.0,Photo & Video,122315776,4.0,51427,4+,37,1,5
121,309527804,StickWars,0.99,Games,17010688,3.5,53821,12+,43,1,1
122,309735670,Indeed Job Search,0.0,Business,3691520,4.0,38681,4+,37,28,3
123,310303959,World Cup Table Tennis,0.99,Games,31387648,4.0,17776,4+,37,11,0
124,310633997,WhatsApp Messenger,0.0,Social Networking,135044096,4.5,287589,4+,12,35,0
125,310636441,"iStudiez Pro  Homework, Schedule, Grades",2.99,Productivity,55815168,4.0,7308,4+,37,30,5
126,310738695,Zillow Real Estate,0.0,Lifestyle,132632576,4.5,342969,4+,37,1,5
127,310951782,2XL Supercross,4.99,Games,270729216,4.0,6093,4+,37,7,5
128,311466554,Pocket Tanks Deluxe,4.99,Games,39827456,4.5,5452,9+,38,1,5
129,311548709,Wells Fargo Mobile,0.0,Finance,57328640,3.0,43064,4+,37,2,0
130,311762416,radio.de,0.0,Music,40717312,4.5,64,4+,37,14,5
131,311785642,AutoScout24,0.0,Productivity,141136896,4.5,220,4+,37,13,5
132,311972587,Sky Burger,0.0,Games,146228224,4.5,114096,4+,37,3,5
133,312220102,MindNode  Delightful Mind Mapping,9.99,Productivity,52294656,4.0,1296,4+,37,13,4
134,312266675,Packing Pro,2.99,Travel,16332800,4.0,1293,4+,37,11,5
135,312325565,USAA Mobile,0.0,Finance,164382720,4.0,19946,4+,37,1,5
136,312343159,The Moron Test,0.0,Entertainment,45712384,4.0,88613,4+,37,1,5
137,313199385,Sunday Lawn,0.99,Games,16086016,3.5,107727,4+,37,1,3
138,314303518,Peggle Classic,0.99,Games,223805440,4.5,21416,4+,43,5,0
139,314506629,SmartGo Player,2.99,Games,22159360,4.0,533,4+,37,9,3
140,314652382,I Am T-Pain 2.0,2.99,Music,20542280,3.5,32650,12+,43,1,1
141,314716233,TextNow,0.0,Social Networking,130637824,3.5,164963,4+,37,3,5
142,314819528,Boating Weather,1.99,Weather,8900608,3.0,141,4+,40,1,0
143,314855255,Best Buy,0.0,Shopping,180500480,4.0,80424,4+,37,2,5
144,314864297,I Dig It,0.99,Games,19853312,4.0,17190,4+,40,1,0
145,315021242,Unblock Me,0.99,Games,42926080,4.0,7973,4+,40,15,5
146,316025912,Sonic The Hedgehog,2.99,Games,36692992,4.0,19621,4+,37,1,5
147,316227296,10 Pin Shuffle Pro Bowling,3.99,Games,36647936,4.0,7315,4+,37,6,5
148,316391924,Sky News,0.0,News,91697152,3.0,118,12+,37,1,5
149,317469184,ESPN,0.0,Sports,51538944,3.5,290996,4+,37,2,5
150,317809458,LiveATC Air Radio,3.99,Travel,8302592,4.0,2785,4+,37,26,5
151,317904170,The Sims 3,6.99,Games,430128128,3.5,54408,12+,37,8,5
152,318304532,Chess Pro with Coach,9.99,Games,69960704,4.0,8138,4+,37,13,5
153,318592730,Guess My Age  Math Magic,0.0,Education,767126,3.0,123190,4+,47,1,0
154,318639200,Crush the Castle,0.99,Games,12996628,3.5,23810,12+,45,1,0
155,319204550,2016 U.S. Open Golf Championship,0.0,Sports,139545600,4.0,54192,4+,37,1,0
156,319284643,"The Championships, Wimbledon 2016",0.0,Sports,130394112,4.0,20953,4+,37,1,5
157,319295332,TuneIn Radio Pro,9.99,Music,101925888,4.5,71609,12+,37,14,4
158,319740707,NBC News,0.0,News,52951040,3.5,32881,12+,37,1,5
159,319881193,Grindr,0.0,Social Networking,80409600,2.5,23201,17+,37,5,5
160,320029256,Whole Foods Market,0.0,Shopping,137312256,3.0,17906,4+,37,1,5
161,320279293,NAVIGON Europe,74.99,Navigation,144412672,3.5,927,4+,37,21,2
162,320300350,Virtual Families,1.99,Games,27746273,3.5,18920,9+,47,1,0
163,320596872,Sparkasse+,0.99,Finance,119648256,3.0,30,4+,37,3,0
164,320599923,Sparkasse,0.0,Finance,119574528,3.0,77,4+,37,3,0
165,320606217,Sleep Cycle alarm clock,0.0,Health & Fitness,79315968,4.5,104539,4+,37,13,5
166,320636131,FACEinHOLE,0.99,Photo & Video,12818432,4.0,4016,12+,37,1,5
167,320650307,Harvest,1.99,Food & Drink,18165760,4.0,299,4+,38,1,0
168,321369231,WORMS,1.99,Games,253834240,4.0,5758,12+,40,1,0
169,321756558,Pixel Starships ,0.0,Games,69083136,4.5,5565,9+,37,17,5
170,322423174,Traffic Rush,0.99,Games,8573952,3.5,213092,9+,37,1,3
171,322439990,MyRadar NOAA Weather Radar Forecast,0.0,Weather,127284224,4.5,150158,4+,37,8,2
172,322523436,Resident Evil 4,4.99,Games,81374398,4.0,6046,12+,47,1,0
173,323229106,Waze,0.0,Navigation,94139392,4.5,345046,4+,37,36,5
174,323242790,Cartoon Wars,0.99,Games,13216994,3.5,35930,12+,43,1,0
175,323438913,Moto X Mayhem,0.99,Games,21010210,4.0,22557,4+,47,1,0
176,324266640,Fantasy Football Manager,0.99,Sports,35998720,3.0,292,17+,37,1,1
177,324684580,Spotify Music,0.0,Music,132510720,4.5,878563,12+,37,18,5
178,324887734,McDo France,0.0,Food & Drink,37001216,3.5,22,4+,37,30,0
179,325462190,PGA Championship 2016  Baltusrol Golf Club,0.0,Sports,64147456,3.5,10472,17+,37,1,5
180,325658560,BFMTV ,0.0,News,100779008,4.0,115,17+,37,1,4
181,325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",1.99,Weather,123718656,4.5,13915,4+,37,8,2
182,325954996,Spider,1.99,Games,126312448,4.0,6780,9+,38,5,0
183,325962257,My Measures PRO,7.99,Productivity,79882240,4.0,1701,4+,37,21,5
184,326082487,Food Additives Checker (E Numbers),1.99,Health & Fitness,6418432,3.5,6,4+,37,8,0
185,326161564,SFR Mon Compte,0.0,Utilities,74093568,3.0,19,4+,37,1,5
186,326574411,Baby Connect (Activity Log),4.99,Medical,12937216,4.5,3483,4+,37,14,0
187,326876192,Epson iPrint,0.0,Photo & Video,53388288,3.0,2838,4+,37,12,5
188,326885152,Mad Libs,0.0,Entertainment,118498304,3.0,117889,4+,38,1,1
189,326979430,BATTLE BEARS,0.99,Games,103197675,3.5,50710,9+,45,1,0
190,327193945,Hurricane Tracker,2.99,Weather,24574976,4.5,3960,4+,37,1,0
191,327243363,NFL Sunday Ticket,0.0,Entertainment,96093184,3.0,24258,4+,37,1,0
192,327455869,2016 US Open Tennis Championships,0.0,Sports,77700096,4.0,37522,4+,37,1,4
193,327630330,Dropbox,0.0,Productivity,180804608,3.5,49578,4+,37,20,5
194,328011357,Wa Kingyo,0.99,Entertainment,56397824,4.0,626,4+,38,2,5
195,328205875,Monkey Preschool Lunchbox,1.99,Games,229272576,4.0,9286,4+,38,1,5
196,328415391,Yahoo Fantasy Sports,0.0,Sports,131000320,3.5,190670,17+,37,45,3
197,329127297,Gaia GPS Classic,19.99,Navigation,53097472,4.5,2429,4+,37,16,5
198,329174056,iLoan Calc (Loan calculator),3.99,Finance,3375104,0.0,0,4+,37,3,5
199,329541503,Geocaching,0.0,Navigation,108166144,3.5,12811,4+,37,22,0
200,329670577,Camera+,1.99,Photo & Video,89187328,4.0,32338,4+,37,10,0
201,329703516,Alter Ego,4.99,Games,13647872,4.0,262,12+,40,1,5
202,329887910,Parking Mania,0.99,Games,123544576,4.5,9657,4+,38,12,0
203,329981776,Sudoku,2.99,Games,1608704,4.5,18332,4+,37,2,5
204,330376830,Period Tracker Lite,0.0,Health & Fitness,50169856,4.0,53620,12+,38,15,0
205,330803072,Camera Plus,0.99,Photo & Video,101181440,2.5,38533,4+,37,11,4
206,331004675,The perfect Egg timer,0.99,Food & Drink,15329280,3.5,40,4+,37,7,4
207,331177703,Letter Quiz,1.99,Games,31845376,4.0,472,4+,37,1,5
208,331177714,Starbucks,0.0,Food & Drink,135032832,4.5,303856,4+,37,2,0
209,331259725,-,0.0,Sports,54648832,2.5,2070,4+,37,1,0
210,331271904,Bloons TD,2.99,Games,8432232,4.0,7941,4+,47,1,0
211,331308914,Weight Watchers,0.0,Health & Fitness,230720512,3.5,136833,12+,37,6,5
212,331786748,CNN,0.0,News,80211968,3.5,112886,12+,37,1,1
213,331804452,Gilt,0.0,Shopping,148201472,3.5,26353,4+,37,2,5
214,332568551,TRUTH or DARE!!!,0.0,Entertainment,20795392,3.0,171055,12+,38,1,1
215,333180061,Canabalt,2.99,Games,27934720,4.0,4540,9+,43,15,5
216,333206289,Alipay,0.0,Lifestyle,208309248,3.0,1926,4+,38,3,5
217,333246187,Scanner911 Pro,3.99,News,33812480,4.0,14345,12+,37,1,0
218,333263435,Daily Teachings,4.99,Lifestyle,20298752,4.5,1340,4+,38,1,0
219,333710667,Scanner Pro,3.99,Business,101346304,4.5,31912,4+,37,9,5
220,333903271,Twitter,0.0,News,210569216,3.5,354058,17+,37,33,2
221,334235181,Trainline UK,0.0,Travel,110198784,4.0,248,4+,37,1,4
222,334256223,CBS News,0.0,News,78047232,3.5,11691,12+,37,1,5
223,334264405,iOvilus,1.99,Entertainment,9946112,3.0,381,12+,38,1,0
224,334503000,The Impossible Quiz!,0.0,Entertainment,44652544,4.0,18884,9+,37,1,0
225,334989259,WolframAlpha,2.99,Reference,30369792,4.0,7410,9+,37,1,5
226,335029050,Catan,1.99,Games,376171520,4.0,15175,4+,38,6,0
227,335047649,ScanBizCards Business Card Reader,0.99,Business,96815104,4.0,3166,4+,37,5,5
228,335364882,"Walgreens  Pharmacy, Photo, Coupons and Shopping",0.0,Shopping,169138176,4.5,88885,12+,37,1,5
229,335545504,King of Dragon Pass,9.99,Games,364490752,5.0,882,12+,43,1,5
230,335709058,Stylebook,3.99,Lifestyle,44135424,4.0,1729,17+,37,3,5
231,335744614,NBA,0.0,Sports,112074752,3.5,43682,4+,37,1,5
232,335862325,Blower,0.99,Entertainment,98942976,2.0,861,4+,40,1,4
233,335875911,My Cycles Period and Ovulation Tracker,0.0,Health & Fitness,77686784,3.5,7469,12+,37,2,0
234,335989871,"Kmart  Download Now, Shop Online & Pick Up Today!",0.0,Shopping,94496768,3.5,4186,4+,37,1,0
235,336347946,DOOM Classic,4.99,Games,32796672,4.0,3970,17+,40,5,3
236,336353151,SoundCloud,0.0,Music,105009152,4.0,135744,4+,37,7,4
237,336435697,imo video calls and chat,0.0,Social Networking,22562816,4.0,18841,4+,38,29,2
238,336477530,Plane Finder,3.99,Navigation,52632576,4.0,1438,4+,37,10,3
239,336599882,"Runtastic Running, Jogging and Walking Tracker",0.0,Health & Fitness,151388160,4.5,10298,4+,37,15,0
240,336683524,iFiles,0.99,Productivity,47323136,3.5,1842,4+,38,1,1
241,336689375,TeachMe,1.99,Education,59846656,4.0,2548,4+,37,1,5
242,336834650,Moorhuhn Deluxe,0.99,Games,27807744,3.0,319,12+,38,5,5
243,336860594,Victorias Secret  The Sexiest Bras & Lingerie,0.0,Shopping,60976128,3.5,34507,12+,37,1,0
244,337021781,MONOPOLY Game,0.99,Games,194386944,3.5,26482,4+,37,6,0
245,337056601,n-tv Nachrichten,0.0,News,49470464,3.0,273,12+,37,1,5
246,337288863,Shazam Encore,2.99,Music,147118080,4.0,8331,12+,37,15,3
247,337402021,Harry Potter,0.99,Games,125411328,4.0,17023,4+,40,1,0
248,337462979,First Words Deluxe,4.99,Games,63316992,4.0,1101,4+,38,1,5
249,337571576,Clay Hunt,0.99,Games,15313920,4.0,1193,17+,40,1,5
250,337710261,Dream Team,0.0,Sports,69816320,2.5,35,17+,37,1,3
251,337866370,Jet Car Stunts,1.99,Games,32848910,4.0,4088,4+,47,1,4
252,338057689,Call of Duty,4.99,Games,52821364,4.0,63943,17+,47,1,0
253,338137227,Walmart,0.0,Shopping,146507776,3.0,70286,4+,37,1,0
254,338761996,AirWatch Agent,0.0,Business,24747008,2.5,1150,4+,37,19,5
255,338828953,Shop Savvy Barcode Scanner,0.0,Shopping,89517056,2.5,54630,4+,37,1,4
256,339440515,Voice Changer Plus,0.0,Entertainment,40722432,3.0,98777,4+,37,12,2
257,339462921,CatPaint,0.99,Photo & Video,73332736,4.0,649,4+,37,1,5
258,339532909,Redbox,0.0,Entertainment,83906560,3.0,60236,12+,37,1,0
259,340769953,Trenches,0.99,Games,37340259,4.0,26732,17+,43,1,0
260,340779800,The Christmas List,1.99,Shopping,26137600,4.5,2722,4+,37,1,0
261,341036067,Macy's,0.0,Shopping,107816960,3.5,11013,4+,37,1,0
262,341232718,Calorie Counter & Diet Tracker by MyFitnessPal,0.0,Health & Fitness,152700928,4.5,507706,4+,37,19,5
263,341329033,BlaBlaCar,0.0,Travel,112024576,4.5,397,4+,37,16,0
264,341691394,Refills Calendar,9.99,Productivity,35864576,4.0,196,4+,38,2,5
265,341776037,5-0 Radio Pro Police Scanner (Extra Feeds),3.99,News,49594368,4.0,24553,9+,38,26,5
266,342115564,Hipstamatic,2.99,Photo & Video,114081792,3.5,12557,4+,37,15,5
267,342138881,Sing Karaoke Songs Unlimited with StarMaker,0.0,Music,91267072,4.0,26227,9+,37,14,4
268,342548956,TurboScan Pro,4.99,Business,8821760,5.0,28388,4+,38,9,5
269,342602105,Positivity with Andrew Johnson,2.99,Health & Fitness,69513216,4.0,282,4+,38,1,4
270,342699962,Rat On A Scooter XL,0.99,Games,7767040,4.0,19296,4+,37,1,3
271,342792525,IMDb Movies & TV,0.0,Entertainment,88702976,4.5,183425,12+,37,10,5
272,343200656,Angry Birds,0.0,Games,175966208,4.5,824451,4+,38,10,0
273,343555245,DB Navigator,0.0,Travel,84791296,3.5,512,4+,38,2,0
274,343638336,Video Calls with Santa,2.99,Lifestyle,27997184,3.5,315,4+,37,31,0
275,343889987,Voyages-sncf.com ,0.0,Travel,131463168,3.5,268,4+,37,6,5
276,344065205,The Font Game,1.99,Games,5415000,4.5,438,4+,45,1,0
277,344176018,ImmobilienScout24,0.0,Navigation,126867456,3.5,187,4+,37,3,5
278,344186162,Grand Theft Auto,4.99,Games,878883840,4.0,15142,17+,38,6,5
279,344542975,Southwest Airlines,0.0,Travel,88773632,3.0,30552,4+,37,1,0
280,345445479,The Sims 3 World Adventures,2.99,Games,812758016,3.5,9744,12+,37,6,4
281,345542655,Star Chart,0.0,Education,28616704,4.5,13482,4+,38,8,5
282,346184215,TaxCaster  Free tax refund calculator,0.0,Finance,7111680,3.5,17516,4+,37,1,5
283,346453382,Glow Hockey 2 FREE,0.0,Games,34056767,3.5,186653,4+,43,1,0
284,346513173,Big Button Box,0.99,Entertainment,21450752,4.0,10031,4+,43,1,0
285,346997126,TV SPIELFILM,0.0,Entertainment,97879040,3.0,81,4+,37,1,5
286,347310316,All-in-1 Logic GameBox,0.99,Games,22299021,4.0,9854,4+,47,1,0
287,347393479,Roadside America,2.99,Travel,10231808,4.0,1093,9+,38,1,0
288,347400507,Pocket Yoga,2.99,Health & Fitness,132480000,4.5,4475,4+,37,2,5
289,347411942,Sonic the Hedgehog 2,2.99,Games,47182848,4.0,9405,4+,37,1,5
290,347418999,Simply Being,1.99,Health & Fitness,100048896,4.5,2417,4+,38,1,2
291,347803339,CamCard,0.99,Business,174839808,4.5,2923,4+,37,7,0
292,348530331,This American Life,2.99,Entertainment,13725696,3.5,8657,9+,38,1,4
293,348543978,Timetracks,0.99,Photo & Video,11369472,2.0,70,4+,37,5,4
294,348684697,franceinfo,0.0,News,155857920,4.0,162,17+,37,2,5
295,349079731,DOUBUTSU URANAI-Animal Fortune-,0.99,Lifestyle,38718464,4.0,5,4+,40,2,0
296,349276209,Doodle Army,0.99,Games,17879270,4.0,12354,12+,47,1,0
297,349442137,Ameba,0.0,Social Networking,96635904,3.0,269,12+,37,1,0
298,350480010,eBook,3.99,Book,8039424,0.0,0,9+,37,1,5
299,350642635,Plants vs. Zombies,0.99,Games,105379840,5.0,426463,9+,38,5,0
300,350962117,Weibo,0.0,Social Networking,199585792,3.5,7265,17+,37,2,5
301,351091731,-,0.0,Lifestyle,244516864,4.0,844,17+,37,2,5
302,351184863,AlloCin ,0.0,Entertainment,123450368,4.0,101,12+,37,1,5
303,351331194,Badoo,0.0,Social Networking,157625344,4.5,34428,17+,37,30,4
304,351707231,Flick Kick Field Goal,1.99,Games,75612160,4.5,36946,4+,38,3,5
305,351727428,Venmo,0.0,Finance,68153344,4.5,21090,4+,37,1,4
306,351939099,"Dungeons & Such Treasures,Collectibles and Dragons",2.99,Games,84469760,4.5,653,12+,37,31,1
307,351986992,StarMap 3D+,3.99,Education,100368384,4.5,1118,4+,37,29,5
308,352000376,Shift Worker,1.99,Productivity,7344128,4.0,348,4+,40,1,0
309,352041837,Spy Calc,1.99,Utilities,25097281,3.5,207,9+,40,34,0
310,352199775,Waterlogged,0.0,Health & Fitness,43439104,4.5,5000,12+,37,10,5
311,352247139,MyNetDiary PRO,3.99,Health & Fitness,83851264,4.5,15188,12+,37,2,0
312,352509417,The Washington Post Classic,0.0,News,118980608,4.5,18572,12+,37,1,3
313,352670055,F-Sim Space Shuttle,4.99,Games,76394496,4.5,6403,4+,43,1,5
314,352683833,Groupon,0.0,Shopping,127382528,4.5,417779,12+,37,10,4
315,353372460,Learn to Speak Spanish Fast With MosaLingua,4.99,Education,48819200,5.0,9,12+,38,5,5
316,353573707,"Coaster VR, Extreme Endless 3D Stereograph",0.99,Entertainment,30977024,2.5,107,4+,37,1,5
317,353603279,Parents Calling Easter Bunny,1.99,Lifestyle,8073209,2.0,72,4+,47,1,0
318,353642901,Sporcle,2.99,Games,15676416,3.5,2044,9+,37,1,5
