,order_id,customer_id,order_status,customer_city,customer_state,customer_lng,customer_lat,product_id,seller_id,price,freight_value,product_category_name,seller_city,seller_state,seller_lng,seller_lat
63808,89d9b111d2b990deb5f5f9769f92800b,9a1afef458843a022e431f4cb304dfe9,delivered,sao paulo,SP,-46.63958286779004,-23.618666201976836,94cc774056d3f2b0dc693486a589025e,1da3aeb70d7989d1e6d9b0e887f97c23,13.99,7.78,fashion_bolsas_e_acessorios,sao paulo,SP,-46.61525833895384,-23.587353600670152
89193,150dc175b7b194d73dcf47f08fba98c1,3abab18d333632bb552ef5bb5ab8cc25,delivered,volta redonda,RJ,-44.087765522188796,-22.494822428369346,b6475dae3a2796ed87cabc7b8e8debcf,eb5b6204dde3a6e03b5f1bb8479f055b,19.9,15.1,utilidades_domesticas,embu guacu,SP,-46.814086285028324,-23.835126827049766
104484,58af5cb7dd3b38d0e83d7768dade1e0a,ff9fabfb47a0c2612c55d4e6d10fbb11,delivered,tramandai,RS,-50.14976807414613,-30.005360772726828,d267d19dabd3e26083fc8529fdc35ea3,e48cc16ab70bfa09e1401740dce0b3d7,49.99,16.11,informatica_acessorios,aracatuba,SP,-50.46392319046968,-21.232308702656148
98177,df06f0bb9d267877652ac465e661b120,649f3d2112888939e5e1664cd6c4f849,delivered,nova odessa,SP,-47.31253714174073,-22.785778889541046,1b80b0a1f4aad5d1a1cff676b76e9eec,0aea4c6ae1505b3228ddf3dd7822ee5b,238.99,10.42,relogios_presentes,sorocaba,SP,-47.45986989975183,-23.485222804706996
107919,15df7a02fcbb09063980097ca2adb931,9cd4409a198043124fcfbb7e7961c474,delivered,goianesia do para,PA,-49.07671060370592,-3.8586812859405475,b197f7fdb89aef348bb41b2f62966a5a,9449f25aeaf531019b76999ea49a6949,379.99,44.69,beleza_saude,rio de janeiro,RJ,-43.25269222978845,-22.85826717262727
77834,fc8e9d7ad7a42cc52cd8438eaf428ed3,ea3c63f62f763a92b935e9ce73ea5d58,delivered,jundiai,SP,-46.88591474647438,-23.186051723477824,11fd9d7ba552e1d28872e008acf1e050,cb8bcce248bb1fb274ba762d8b971456,109.9,13.89,cool_stuff,santa rita do sapucai,MG,-45.70752067761215,-22.247210939506793
80034,c577aae17cbefe7f45972f2b2f06a760,b40e9509ac043645de6ac145ce787a3f,delivered,itapema,SC,-48.622296201371384,-27.104775732473907,12e6d0f655986ceff00c74658dec97b1,3be634553519fb6536a03e1358e9fdc7,49.9,16.16,moveis_sala,sao paulo,SP,-46.479396724588405,-23.57127586906545
13021,57694158da92a85b1fcd72de45542073,d9037ff057cfcc2f16b1abd6933dbba9,delivered,chapeco,SC,-52.60281233605122,-27.11449604227134,1aa464d8b37fad27aa67da15cb76d312,77530e9772f57a62c906e1c21538ab82,299.0,22.58,moveis_decoracao,curitiba,PR,-49.309454983953636,-25.45693388285516
82499,4b2574ecd0e648e5360a7030c0ace020,6b277a80ea339bf94a36c9fbd7effd80,delivered,paulo de faria,SP,-49.40546507066174,-20.031912284089135,f045db2493d42bb131ef8e37c3aef061,dd2bdf855a9172734fbc3744021ae9b9,259.9,15.99,cama_mesa_banho,belo horizonte,MG,-43.95094395435073,-19.869495054462462
67810,d11d6ab0c7df16a66c726f6f83ef51d1,dfcfd4bcff0fc8ed438d9bbb40c9bc05,delivered,rio de janeiro,RJ,-43.19123119117337,-22.941061091973175,c18ac1d6cc053c0ec7296b994ae6ffeb,86ccac0b835037332a596a33b6949ee1,29.99,17.92,relogios_presentes,blumenau,SC,-49.112263234420354,-26.914469334728032
98042,6f199c0873866afaadffaa53f4808a21,4a8cdaa0c498d3fe054f97c22d38e6e0,delivered,janauba,MG,-43.30926774639613,-15.807765581948386,5dfc84369c7457e1bd188be86a7563f0,1464afc72f696af775557a821c2e253f,29.9,15.1,perfumaria,nova friburgo,RJ,-42.54062738137717,-22.251294327685233
41922,acc028ad4ce403a338fe80aa3ffc635e,b55f02bb44519a8ac041fcc9c1f86d79,delivered,balneario pinhal,RS,-50.26317884150175,-30.243801490942477,30d150cd35905a222b8840fbdfd422dd,4e922959ae960d389249c378d1c939f5,439.0,20.95,automotivo,jacarei,SP,-45.97188817895197,-23.302318252316944
21046,3d5f8849e80f8da8726a2ce6fafa7d10,aa3df59d99c2b0bd34ee55c59e5ad387,delivered,ouro preto,MG,-43.50704716202351,-20.391011466737933,cfb763496d9fc48751a27db4fd02aa2d,391fc6631aebcf3004804e51b40bcf1e,49.95,15.1,cama_mesa_banho,ibitinga,SP,-48.829743533437124,-21.757320637712766
38120,aea446ff4ed3972ae041cdad9d4bc2c4,bb83d6096ef628adc2a3045fc355850b,delivered,cajamar,SP,-46.84796832895859,-23.37087914790086,ece9c80ade3287c14fb768839fc15389,2e1c9f22be269ef4643f826c9e650a52,44.49,7.78,esporte_lazer,sao paulo,SP,-46.68180588603656,-23.747947364049548
38054,8a8a994e1490309488dfb4f502f76b0c,ee942848b42d179e07bd0979c23fd853,delivered,nilopolis,RJ,-43.41601787718496,-22.80164222999227,197cb673852389801377308c616f5738,2e1c9f22be269ef4643f826c9e650a52,89.49,14.38,beleza_saude,sao paulo,SP,-46.68180588603656,-23.747947364049548
74434,3e286b2b3cdfba0787bfddb3b98c894f,0d7913ebe7c29fc63f3f613d6ae604f9,delivered,rio de janeiro,RJ,-43.22013314970179,-22.982102328411834,a9410f6e58948e056b9eae0653aa0c75,670c26e0f1bf8d0576271d5cfaec6d2b,33.5,22.16,esporte_lazer,maringa,PR,-51.927966489669856,-23.38247209396673
7451,df1b3a108a46e8bea6a2469a6dd24863,e59c7666a82f1475981e22547a7f6c9f,delivered,guarulhos,SP,-46.49715010296478,-23.457326156626067,642a40d4d73b4b2604968937de13634a,d2374cbcbb3ca4ab1086534108cc3ab7,12.9,11.85,cama_mesa_banho,ibitinga,SP,-48.829743533437124,-21.757320637712766
18604,ea0295dc22e609716e19683e24874c1c,cf0f3195f07cb461a2cad0ba6cd19185,delivered,jundiai,SP,-46.97415662176981,-23.17639710613478,4874eb71b65dc197fb705bc999eb41bb,f8db351d8c4c4c22c6835c19a46f01b0,29.9,13.23,pet_shop,salto,SP,-47.30922889223856,-23.209471278916475
37392,78c1dd10b79d48d48bb2d126a2e77b82,2ffcabdf3a263c1662bcf85f5afbeb9b,delivered,curitiba,PR,-49.276854859939675,-25.443619109810193,0bcc3eeca39e1064258aa1e932269894,1f50f920176fa81dab994f9023523100,53.9,21.35,ferramentas_jardim,sao jose do rio preto,SP,-49.38916453524917,-20.806706931018397
42845,cfac974a41d4273d522456d2840dc2a6,a0b828674053768d72daefb412b43410,delivered,curitiba,PR,-49.28860985729242,-25.448990860825614,156dc15f380f2c6fa999b386a90a8524,0241d4d5d36f10f80c644447315af0bd,129.9,13.77,moveis_decoracao,curitiba,PR,-49.30737230197128,-25.4699735553138
91877,d701dc60f61795a62070fa2494b6691a,5c87184371002d49e08b9ac10eb96647,delivered,niteroi,RJ,-43.10702359822047,-22.90324481661883,d2085f7e0f9533605386960fc7e987ec,aac29b1b99776be73c3049939652091d,12.49,15.1,ferramentas_jardim,uberlandia,MG,-48.24926718659152,-18.924080198164372
59624,62076e9aa47cedb799ddc84812264c9e,37e066fcd483b5b73efc8eb2166c91e2,shipped,miracema,RJ,-42.19638618566784,-21.411450540431797,d04857e7b4b708ee8b8b9921163edba3,9f505651f4a6abe901a56cdc21508025,67.99,19.45,informatica_acessorios,sao paulo,SP,-46.63261380642133,-23.589847401363585
96115,cd333fe099b4ed7f1012bc1a76a1b2f6,114bd31fdb8c1a8ddad0f1edbf307e43,delivered,ribeirao preto,SP,-47.767820075451624,-21.177709840485356,7edfb4c96d69a75d28b973bdc2dbcfaf,5a93f3ab0ef4c84ed5e1b5dbf23978bc,12.99,11.85,alimentos_bebidas,monteiro lobato,SP,-45.8395502305203,-22.95371488210672
37003,d5e27d7291d4571c883c69143b590fd5,1bde7825953734db2df2dd6a27cfec02,delivered,itabira,MG,-43.222253680108246,-19.630798716958807,422879e10f46682990de24d770e7f83d,1f50f920176fa81dab994f9023523100,49.0,21.18,ferramentas_jardim,sao jose do rio preto,SP,-49.38916453524917,-20.806706931018397
12442,474871bbd62988ab38f2d15c093f3233,73dc166bf11b159b151dfe72a96dace9,delivered,sao paulo,SP,-46.76614576202182,-23.593620778373015,9477e72598d2f21dc53f809bd42cf7a2,5dceca129747e92ff8ef7a997dc4f8ca,139.99,56.37,casa_conforto,santa barbara d´oeste,SP,-47.41705497247527,-22.757882920125365
7010,abd294844f541f770f1dba28105e2057,27b358511e5649e3ca16dbbd9e82660b,delivered,suzano,SP,-46.29020664503258,-23.509968872336355,efd7af8312533d58ccb5ac26304dd3d5,ea8482cd71df3c1969d7b9473ff13abc,19.69,7.39,automotivo,sao paulo,SP,-46.61200044104113,-23.625475455621878
104724,19a24ba386e8363a6dd9973d015e5410,e944426cb230e5f33b25ed3cd8212dec,delivered,aracruz,ES,-40.26154957652111,-19.835260030529945,58f036d3b8f12d9378518f902fb4e226,b9a03475e6447e631b6799ec8274800f,49.9,26.89,artes,formosa do oeste,PR,-53.31459701744479,-24.296024477069253
14719,c700b407cfb9699e423866878835f42b,8e35ad059c14e7c2098879b6812fbbe2,delivered,campos dos goytacazes,RJ,-41.305912145581416,-21.727600198273002,928e52a9ad53a294fdcc91bcf59d1751,955fee9216a65b617aa5c0531780ce60,130.0,23.71,utilidades_domesticas,sao paulo,SP,-46.703810106207634,-23.691013046281814
20972,714e2644ab665027234ed7a6b3e82274,a2ae1a05b2058776ab0138c75da742f8,delivered,nova xavantina,MT,-52.35393109184135,-14.666464349143078,9d32095f76b97762307e86cfc18dd7a0,391fc6631aebcf3004804e51b40bcf1e,49.95,16.79,cama_mesa_banho,ibitinga,SP,-48.829743533437124,-21.757320637712766
90749,1e04d9dd9c6055fe23c3973bcd01760d,b8b1eb33cac1a442066b8ec75da0c436,delivered,ituiutaba,MG,-49.46297455530935,-18.97635525199552,1a300f482e35d7eac74b229be067aefd,e9d99831abad74458942f21e16f33f92,19.99,15.1,informatica_acessorios,sao paulo,SP,-46.515832582854735,-23.531039542235852
81348,3d7d095c15be6f2b4618459d23e072cd,6220c0665e1834766a50a791808409c4,delivered,belo horizonte,MG,-43.93692445117372,-19.92947645372167,3fedaec688964ccf38949f271a51c888,eba88037e1dca898cd02881f67ced679,165.1,15.92,papelaria,sao paulo,SP,-46.527635238089466,-23.525957810107162
11363,951f737376475cd4b02bca8286f30a29,9275f5b33d5af663f27c080ad4113931,delivered,sao paulo,SP,-46.704952062154675,-23.570807810334056,f2d649f157cebee085ed738f23d5d6b7,d673a59aac7a70d8b01e6902bf090a11,27.9,11.85,bebes,ibitinga,SP,-48.829743533437124,-21.757320637712766
57856,c51d2278e29d32e380430c62dc81608a,253789b3181e6c75a3c80bd68dbebd54,delivered,ribeirao preto,SP,-47.81519785770763,-21.193638491208663,e282624d8c82e04983f125e167eb4521,2138ccb85b11a4ec1e37afbd1c8eda1f,18.99,11.85,telefonia,sao paulo,SP,-46.439816187506,-23.539944363160135
94806,3b1b1d0a19960310b9e033909f63f662,a6f2c1401d1b5fefa1dc617f02cb4a90,delivered,itaquaquecetuba,SP,-46.35834167666946,-23.49889643158341,a1e903cd2d23763ef8b85ec12eb79d9c,28f10b1c5e5abb9d4857745bede6147c,42.0,7.55,esporte_lazer,sao paulo,SP,-46.59886566931121,-23.620422385707208
56305,cb29497c3782a76b57327c055d58b0e0,663c23427108785957931a3ac88f6085,delivered,rio de janeiro,RJ,-43.33359407042852,-22.935058480174064,8adc1d29aa4fd4d758a91ef997c8a0a2,b2ba3715d723d245138f291a6fe42594,64.9,16.7,brinquedos,sao paulo,SP,-46.52228690836457,-23.569112793432424
106775,f9d71ca22c3574cb50bd404950d12ff3,d2da057d4083d5150c6275d1d17b7070,delivered,araruama,RJ,-42.32141493624608,-22.869656945184232,a49969155f3a64afc931fd281444b2b6,f63d8f293af3a6454377546bd9dd19ff,43.99,16.11,automotivo,votorantim,SP,-47.45738003311678,-23.543319623797903
73476,39d12e8a24d51d8b1202939fadf3df78,81cee629e18a05e1b07469e13bdffc5d,delivered,sao paulo,SP,-46.66570859710608,-23.60511571545259,4ff6d690de7f98ab534ab22881bf5819,282f23a9769b2690c5dda22e316f9941,53.4,16.62,alimentos_bebidas,belo horizonte,MG,-43.98998650424639,-19.810952280668236
100550,25543b7ffda86344f6aed4e83816cb42,c97658ec34c8c1d412efeb77863aada8,delivered,sao paulo,SP,-46.73068651777817,-23.541812281010866,624763d3909ffa36098f91ce1e458ed4,5160d23075764e18e07c1f4a87fad743,70.0,7.78,brinquedos,sao bernardo do campo,SP,-46.5540847126564,-23.71560389581899
44251,10feb46f47b85fa9eee572eb5521dd54,07f4efb08d07550827c630c7bbf6e72f,delivered,santiago,RS,-54.86751605569601,-29.186543626128163,d2f5484cbffe4ca766301b21ab9246dd,36a968b544695394e4e9d7572688598f,12.88,18.23,informatica_acessorios,santos,SP,-46.329625277598225,-23.933572609891637
11522,9263d44e38972f77bc8c17ad8c063fa1,486e6cf59ee7f4af8cf4087d860e24b1,delivered,sabara,MG,-43.86066985886878,-19.862878760675365,461f43be3bdf8844e65b62d9ac2c7a5a,7d13fca15225358621be4086e1eb0964,123.0,18.74,relogios_presentes,ribeirao preto,SP,-47.823699739561384,-21.172861452750706
82333,472d6b3e92be83f747dea801ed1d461c,762714720007f6df80b89a121d5101e0,delivered,nucleo residencial pilar,BA,-40.15152490130055,-10.33361416984474,96ef18649cc53717e0028b36c7c69774,1ce3ae5a399804d1a87e706f8a813c3e,39.9,34.15,moveis_decoracao,jaguaruna,SC,-49.02415747436296,-28.633920987357754
95830,c1d8546e6ed294dea3203910c9b0e7b5,ac8818f0291960e4c5c123a9a2a763bd,delivered,sao paulo,SP,-46.61558665669374,-23.576317533999347,baba1ceb37487865e4b4b2589292d258,febab0275244b9a49a623f0bd613ca2f,87.5,40.57,utilidades_domesticas,pedreira,SP,-46.89675369133934,-22.740325486164828
61076,a29d7508838071b10532d46b952a1318,a370a5c4df3f219c112454ec1748a879,delivered,jaragua do sul,SC,-49.058517578119535,-26.481293919027955,dcd4a3a2a42be1d09bc29d39ff24772b,6a8b085f816a1f75f92dbac6eb545f8f,28.5,15.1,automotivo,bebedouro,SP,-48.49059077246631,-20.924599508487425
82652,688c85d1e56b382a67c05b5807521e92,250140565b02546b115981ac3442ed86,delivered,franca,SP,-47.43358387554184,-20.536613759556865,817e1c2d22418c36386406ccacfa53e8,624f4ece8da4aafb77699233d480f8ef,159.0,10.76,moveis_decoracao,sao paulo,SP,-46.73414273203397,-23.484769700217907
4228,ce938f4382d04c8b3df8c773d3187449,45d23d652ab776714f444ad2daf99995,delivered,rio de janeiro,RJ,-43.357502145957014,-22.895126173289988,508d5e8ce8e79bb506f9f0c096b295c4,7c67e1448b00f6e969d365cea6b010ab,79.98,48.29,moveis_escritorio,itaquaquecetuba,SP,-46.3667207653171,-23.486111454662215
20761,d2e81202cca4ca39792d6ec435a4bfcf,e840e871f0ff8a442dfcf7852905a6ca,delivered,sao paulo,SP,-46.617937272279974,-23.606343652836532,dda99bcc1a209dcb83f788230d3ff4b4,db4350fd57ae30082dec7acbaacc17f9,21.99,7.78,telefonia,sao paulo,SP,-46.591326398901934,-23.580395310431413
17984,7a5b3f682886d750ce6eae941ad0d793,878d8c63b45f5785836732d642ec2a16,delivered,sao paulo,SP,-46.65340944414582,-23.56875503877107,2b849e71ada03a262ef4338a7abd8b79,f8db351d8c4c4c22c6835c19a46f01b0,104.9,12.07,utilidades_domesticas,salto,SP,-47.30922889223856,-23.209471278916475
26212,dbbce23ef93cc9ebfe5a8859f1018962,ceb3d8fe921823620c6d8623678d9f25,delivered,araucaria,PR,-49.39532110345252,-25.564537684252354,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,86.9,17.86,casa_conforto,ibitinga,SP,-48.829743533437124,-21.757320637712766
59842,b26d21b6d1c33dd959e1ece6cbcce322,e996e13b2036d27c07ee1c861426d7de,delivered,olinda,PE,-34.83982271371051,-7.9730849668768355,05d43e31ef4408f944a3de2d18b0f755,9f505651f4a6abe901a56cdc21508025,69.99,19.18,informatica_acessorios,sao paulo,SP,-46.63261380642133,-23.589847401363585
4726,103355b1bc5b63508c20e2b7eeb58961,f3d40ccfde2d918c886b7f2633a33d74,delivered,contagem,MG,-44.03740931505507,-19.96264364770031,3a05a947f28cf46d789adedc107d7595,87142160b41353c4e5fca2360caf6f92,110.0,29.81,esporte_lazer,porto alegre,RS,-51.20130443913632,-30.00818156770628
93315,36c2be04c43db09655628dc1658e5c97,8c86456e3bab61544682dfc5ba35d3b1,delivered,jandira,SP,-46.89983624019374,-23.546703359402944,7c1e2b3fa0233e46fb3bcdcb9919a72f,788e857f317e53de488d393e65a80f45,110.0,13.07,papelaria,sao paulo,SP,-46.47448584310014,-23.56118965884429
49954,66b6937d9706c4f9213b289715bcd3f8,3bd30155866d17df9186fcce6db08abc,delivered,barueri,SP,-46.849701628693026,-23.501123941885815,5599be6fe59cd2257edfdec9d45442e0,116ccb1a1604bc88e4d234a8c23f33de,16.0,5.29,automotivo,sao bernardo do campo,SP,-46.58203502122138,-23.725231104378484
26120,6dd6f76aa47e5d35ad4d19541715dd9d,92cad8e5fda2b485e79051b39333b461,delivered,brumadinho,MG,-44.176860884746766,-20.139440804479516,35afc973633aaeb6b877ff57b2793310,4a3ca9315b744ce9f8e9374361493884,89.9,17.88,casa_conforto,ibitinga,SP,-48.829743533437124,-21.757320637712766
39234,75a696c48d81aa753f8913252a4cda3d,ca4a0be41498e3b520de83bfe54a16ef,shipped,joao pessoa,PB,-34.857142496420444,-7.17472353975664,83b00325c13c44245b2c3a2befa62a0e,ad781527c93d00d89a11eecd9dcad7c1,159.99,22.0,bebes,sao jose do rio preto,SP,-49.379027917410916,-20.81912074784063
104691,30e476c243252bdf160c2490607bc3f0,153f9ed55da08a668c70699abfb30404,delivered,suzano,SP,-46.29582111132436,-23.511192262104764,dcf52f4379548f058d90279fe9fc3f14,638cba8be1fb599bbb76fd6948351eb3,28.9,8.27,esporte_lazer,sao jose dos campos,SP,-45.90668585444045,-23.20172512827406
97649,fb7a3213facd63106674c2d4fe0813ae,72ad3b059873841f4e0cc95d7eb93de2,delivered,rio de janeiro,RJ,-43.54971957423267,-22.885437717054533,3d388ad844800bc833bd3e880740917f,bbf9ad41dca6603e614efcdad7aab8c4,599.0,104.81,beleza_saude,fortaleza,CE,-38.59928475757381,-3.717490463103508
96281,7ac7aa6251f124754c968e2a83346b96,215c61c4b363ec63da749d67a6b6bd59,delivered,santos,SP,-46.345271969117434,-23.956747673686184,f350db8fa8baef574660ca4ecc96180f,dbd66278cbfe1aa1000f90a217ca4695,45.9,11.34,eletronicos,sao paulo,SP,-46.74118636634991,-23.576016577083774
15399,f423569a17449da1163fa5de4414338c,db93eae3053808be50d383411b5998cf,delivered,francisco beltrao,PR,-53.05355217451235,-26.080628132861328,18b0e642cbae7251e60a64aa07dd9eb9,85d9eb9ddc5d00ca9336a2219c97bb13,22.32,22.09,informatica_acessorios,belo horizonte,MG,-43.95094395435073,-19.869495054462462
3276,e158e6aaed1732fbac39e9411f33f48a,a887eb458211a94104cfabfa62a413c1,delivered,franca,SP,-47.401380546896085,-20.538924680582515,914c9e9af640dd56f48764a225b00f89,7c67e1448b00f6e969d365cea6b010ab,89.98,27.71,moveis_escritorio,itaquaquecetuba,SP,-46.3667207653171,-23.486111454662215
51881,baa8610afcede477008f6d832c7c7c86,e6b779441e26a77ec665c63dc45363ec,delivered,goiatuba,GO,-49.379212135853756,-18.010414587983593,9b968712a8768d8e23318f73476af1a3,7a67c85e85bb2ce8582c35f2203ad736,9.99,17.6,bebes,sao paulo,SP,-46.53686856423848,-23.552336441109283
111359,64a8b3b4c19751b51d211deb32fdc67b,f28fb14c9045cd9dca3f92e65691bb8d,canceled,valinhos,SP,-47.00199555891175,-22.951601887531698,b987d8b92f302ae265df039ccff718b6,fc5a0d7a310a7a41abf86a458585ff2b,44.9,8.29,livros_interesse_geral,sao paulo,SP,-46.51380633487217,-23.525428760068145
11081,132e2cd17bdaa2f84fc9cea118197634,2fc14824142e4206fb5848d2f9e43727,delivered,betim,MG,-44.198773995604725,-19.936285983610865,fc2351bcf24c714e5d21b44ad41198b7,855668e0971d4dfd7bef1b6a4133b41b,52.0,16.61,bebes,itatiba,SP,-46.85396269506087,-22.988257375889454
50536,7c6a400b3bbaff6cff070e8c6cdd17aa,0e6dc68c45be8a533f75d733eeaaad1f,delivered,sao jose dos campos,SP,-45.89802848030466,-23.202268092167245,19c91ef95d509ea33eda93495c4d3481,06a2c3af7b3aee5d69171b0e14f0ee87,119.99,39.61,beleza_saude,sao luis,MA,-44.248163365967585,-2.5012422006260033
85510,147e67a3ee8e25ce51c43e92fa2efca7,8cef967d36f3b60c0e6571f382cb25db,delivered,coroata,MA,-44.12654958605844,-4.129401649445521,fe01b643060a6446e59f58e3021e66b3,2dee2ce60de9709b1a24083217181a1f,129.9,38.46,perfumaria,sinop,MT,-55.508109883918124,-11.83455242799876
111074,4632b700f33d5fe26dda89127aa5b5b1,af9515035d276b3f7bab3727a8ba808f,delivered,rio de janeiro,RJ,-43.20080433539785,-22.89982953390923,f46098048d1a0c30ce1495246b8fd752,4ef4c39cf3c24f326434cf0b2e48046a,99.0,14.95,esporte_lazer,sao paulo,SP,-46.66558631421479,-23.532683468084457
8140,5664fde64525f1c1c6a8ef23aa35dc22,e8520f962df6b697d83e26d9d0307ba3,delivered,palmas,PR,-51.99006235031652,-26.485010427834766,d8fc369e0b2d17b856119ff03276f198,70a12e78e608ac31179aea7f8422044b,65.0,31.78,consoles_games,jacarei,SP,-45.97188817895197,-23.302318252316944
36199,0e5d6a7f18b77c72f681911eaf6c011a,5ba4f0a54e593b777bd6059f7b7e0235,delivered,palhoca,SC,-48.68054504487323,-27.64689284678193,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,59.9,17.67,ferramentas_jardim,sao jose do rio preto,SP,-49.38916453524917,-20.806706931018397
73061,f3f436a397e0d4d39a607a4f7866668c,ce52946bd084285588a2d44aac2394ed,delivered,alfenas,MG,-45.9424215666751,-21.43645850266221,05c11568c221bcac5790a8720019d141,05d2173d43ea568aa0540eba70d2ca76,53.88,15.43,automotivo,alfenas,MG,-45.964344365355856,-21.422172782486314
47599,9de639fbe29fc86910cece0466b7b2d0,fd492015a21c195587e9c376cb9e9429,delivered,schroeder,SC,-49.07474484498537,-26.405445142724904,80d7f196d2d484ced59663c82b434174,634964b17796e64304cadf1ad3050fb7,97.9,22.4,relogios_presentes,rio de janeiro,RJ,-43.46923216795061,-22.868363814263645
